qId;qTxt;ansId;ansTxt;quExplain;ansExplain
55;Quel énoncé sur l'autorisation des changements est CORRECT ?;C;L’autorisation des changements normaux doit être accélérée pour s'assurer qu’ils soient implémentés rapidement;;Cette réponse confond les changements normaux avec les changements urgents. « Les changements urgents ne sont généralement pas inclus dans un calendrier des changements et les processus d'évaluation et d'autorisation sont accélérés pour s'assurer qu'ils soient implémentés rapidement. » Réf. 5.2.4
55;Quel énoncé sur l'autorisation des changements est CORRECT ?;D;Les changements standards présentent un risque élevé et doivent être autorisés au plus haut niveau de l’autorité de changement;;Les changements standards sont généralement préautorisés et à faible risque « Il s'agit de changements préautorisés, à faible risque, qui sont bien compris et intégralement documentés, et qui peuvent être implémentés sans nécessiter d'autorisation supplémentaire. » Réf. 5.2.4
56;Quelle dimension de la gestion des services prend en compte la gouvernance, la gestion et la communication ?;A;Organisations et personnes;;« Il est important de s'assurer que la structure et le mode de gestion d'une organisation, ainsi que ses rôles, responsabilités et systèmes d'autorisation et de communication, sont correctement définis et soutiennent correctement sa stratégie globale et son modèle opérationnel. » Réf. 3.1
56;Quelle dimension de la gestion des services prend en compte la gouvernance, la gestion et la communication ?;B;Information et technologie;;"La dimension ""Information et technologie"" « inclut les informations et les connaissances nécessaires à la gestion des services, ainsi que les technologies requises. Elle inclut également les relations entre les différents composants du SVS, comme les entrées et les livrables des activités et des pratiques. » Réf. 3.2"
56;Quelle dimension de la gestion des services prend en compte la gouvernance, la gestion et la communication ?;C;Partenaires et fournisseurs;;« La dimension partenaires et fournisseurs englobe les relations d'une organisation avec d'autres organisations impliquées dans la conception, le développement, le déploiement, la fourniture, le support et/ou à l'amélioration continue des services. Elle intègre également les contrats et autres accords qui existent entre l'organisation et ses partenaires ou fournisseurs. » Réf. 3.3
56;Quelle dimension de la gestion des services prend en compte la gouvernance, la gestion et la communication ?;D;Flux de valeur et processus;;"La dimension ""flux de valeur et processus"" « se préoccupe de la façon dont les différentes parties de l'organisation travaillent de manière intégrée et coordonnée pour permettre la création de valeur par le biais de produits et de services. » Réf. 3.4"
57;Identifier les mots manquants dans la phrase suivante : Une erreur connue est un problème qui a été [?] et n'a pas été résolu;A;enregistré;Une erreur connue est un « problème ayant été analysé, mais non résolu. » Réf. 5.2.8;Lorsqu'un problème a été enregistré mais pas analysé, il n'est pas considéré comme une erreur connue. Réf. 5.2.8
57;Identifier les mots manquants dans la phrase suivante : Une erreur connue est un problème qui a été [?] et n'a pas été résolu;B;analysé;Une erreur connue est un « problème ayant été analysé, mais non résolu. » Réf. 5.2.8;
57;Identifier les mots manquants dans la phrase suivante : Une erreur connue est un problème qui a été [?] et n'a pas été résolu;C;escaladé;Une erreur connue est un « problème ayant été analysé, mais non résolu. » Réf. 5.2.8;Il peut ou non être escaladé. Réf. 5.2.8
57;Identifier les mots manquants dans la phrase suivante : Une erreur connue est un problème qui a été [?] et n'a pas été résolu;D;clos;Une erreur connue est un « problème ayant été analysé, mais non résolu. » Réf. 5.2.8;Lorsqu'un problème a été clos, il n'est pas considéré comme une erreur connue. Réf. 5.2.8
58;Quel énoncé sur les erreurs connues et les problèmes est CORRECT ?;A;Une erreur connue est l'état attribué à un problème une fois ce dernier analysé;;Les erreurs connues « sont des problèmes pour lesquels une analyse initiale a été effectuée. Cela signifie généralement que des composants défectueux ont été identifiés… le problème conserve le statut d'erreur connue, et la solution de contournement documentée s’applique. » Réf. 5.2.8
58;Quel énoncé sur les erreurs connues et les problèmes est CORRECT ?;B;Une erreur connue est la cause d'un ou de plusieurs problèmes;;Un problème est une « cause réelle ou potentielle d'un ou de plusieurs incidents. » Une erreur connue est un « Problème ayant été analysé, mais non résolu. » Les erreurs connues n'entraînent pas de problèmes, il s'agit de problèmes qui ont été analysés mais pas encore résolus. Réf. 5.2.8
58;Quel énoncé sur les erreurs connues et les problèmes est CORRECT ?;C;Les erreurs connues entraînent des vulnérabilités, les problèmes entraînent des incidents;;Les erreurs connues et les problèmes causent des incidents. Un problème est une « cause réelle ou potentielle d'un ou de plusieurs incidents. » Une erreur connue est un « Problème ayant été analysé, mais non résolu. » Les deux peuvent être des vulnérabilités : « Chaque service présente des erreurs, des défauts ou des vulnérabilités qui peuvent provoquer des incidents. » Réf. 5.2.8
58;Quel énoncé sur les erreurs connues et les problèmes est CORRECT ?;D;Les erreurs connues sont gérées par le personnel technique, les problèmes sont gérés par les équipes de gestion des services;;« De nombreuses activités de gestion des problèmes reposent sur les connaissances et l'expérience du personnel, plutôt que sur des procédures détaillées. Les personnes responsables du diagnostic des problèmes doivent souvent être en mesure de comprendre des systèmes complexes et de réfléchir à la façon dont différentes défaillances ont pu se produire. Pour développer cette association entre capacité analytique et créative, il faut de l'encadrement et du temps, ainsi qu'une formation adéquate. » Ces personnes peuvent occuper des postes techniques ou de gestion des services. Réf. 5.2.8
59;"De quoi dépend la pratique de ""gestion des demandes de service"" pour une efficience maximale ?";A;Des compliments et des réclamations;;Les compliments et les plaintes sont des exemples de demandes de service. L'efficience de la pratique n'en dépend pas. Réf. 5.2.16
59;"De quoi dépend la pratique de ""gestion des demandes de service"" pour une efficience maximale ?";B;Des outils en libre-service;;De nombreuses demandes de service sont initiées et exécutées à l'aide d'outils en libre-service, mais cette approche n'est pas adaptée à toutes les demandes. Réf. 5.2.16
59;"De quoi dépend la pratique de ""gestion des demandes de service"" pour une efficience maximale ?";C;Des processus et des procédures;;« La gestion des demandes de service dépend de processus et de procédures bien conçus, qui sont rendus opérationnels à l'aide d'outils de suivi et d'automatisation pour maximiser l'efficience de la pratique. » Réf. 5.2.16
59;"De quoi dépend la pratique de ""gestion des demandes de service"" pour une efficience maximale ?";D;De la gestion des incidents;;« Les demandes de service font partie intégrante de la fourniture de services et ne constituent pas une défaillance ou une dégradation du service, lesquelles sont traitées comme des incidents. » Réf. 5.2.16
60;"Quel énoncé sur la pratique ""centre de services"" est CORRECT ?";A;Il fournit un lien entre les parties prenantes aux niveaux stratégiques et tactiques;;"Ceci est un but de la pratique ""gestion des relations"" : « établir et entretenir des liens entre une organisation et ses parties prenantes aux niveaux stratégiques et tactiques. » Réf. 5.1.9"
60;"Quel énoncé sur la pratique ""centre de services"" est CORRECT ?";B;Il procède à l'évaluation et à l'autorisation des changements;;"« Les centres de services offrent aux utilisateurs un moyen clair de signaler des difficultés, des questions ou des demandes, ainsi que d'obtenir confirmation de leur réception, de les classer, d'en être propriétaires et d'y donner suite. » Cela n'inclut pas l'évaluation et l'autorisation des changements. Cela sera fourni par la pratique ""contrôle des changements"". Réf. 5.2.14"
60;"Quel énoncé sur la pratique ""centre de services"" est CORRECT ?";C;Il enquête sur l'origine des incidents;;"L'investigation de la cause des incidents est un but de la ""gestion des problèmes"". « Le but de la pratique de gestion des problèmes est de réduire la probabilité et l'impact des incidents en identifiant leurs causes réelles ou potentielles. » Réf. 5.2.8"
60;"Quel énoncé sur la pratique ""centre de services"" est CORRECT ?";D;Il requiert une compréhension pratique des processus business;;« Une autre caractéristique clé d'un bon centre de services est sa compréhension pratique du contexte business plus large, des processus business et des utilisateurs. » Réf. 5.2.14
61;Quelle pratique s'assure de la disponibilité d'informations fiables et précises sur les éléments de configuration et les relations entre ces derniers?;A;La gestion de la configuration des services;;« Le but de la pratique de gestion de la configuration des services est de s'assurer que des informations exactes et fiables sur la configuration des services des fournisseurs, et sur les éléments de configuration qui les supportent, sont disponibles au moment et à l'endroit requis. » Cela inclut les informations sur la manière dont les CI sont configurés et les relations entre eux. » Réf. 5.2.11
61;Quelle pratique s'assure de la disponibilité d'informations fiables et précises sur les éléments de configuration et les relations entre ces derniers?;B;Le centre de services;;« Le but de la pratique du centre de services est de capturer la demande de résolution des incidents et les demandes de services. Réf. 5.2.14
61;Quelle pratique s'assure de la disponibilité d'informations fiables et précises sur les éléments de configuration et les relations entre ces derniers?;C;La gestion des actifs informatiques;;« Le but de la pratique de gestion des actifs informatiques est de planifier et de gérer le cycle de vie complet de tous les actifs informatiques, afin d'aider l'organisation à : maximiser la valeur, contrôler les coûts, gérer les risques, soutenir la prise de décision en matière d'achat, de réutilisation, de mise hors service et d'élimination des actifs. » Réf. 5.2.6
61;Quelle pratique s'assure de la disponibilité d'informations fiables et précises sur les éléments de configuration et les relations entre ces derniers?;D;La surveillance et la gestion des événements;;« Le but de la pratique de surveillance et de gestion des événements est d'observer systématiquement des services et composants de service, et d'enregistrer et de signaler certains changements d'états identifiés en tant qu'événements. » Réf. 5.2.7
62;Quelle pratique a pour but de rétablir aussi rapidement que possible le fonctionnement normal des services ?;A;La gestion des fournisseurs;;« Le but de la pratique de gestion des fournisseurs est de s'assurer que les fournisseurs de l'organisation et leurs niveaux de performances sont gérés de manière appropriée afin de soutenir l'approvisionnement en produits et services de qualité, parfaitement intégrés. » Réf. 5.1.13
62;Quelle pratique a pour but de rétablir aussi rapidement que possible le fonctionnement normal des services ?;B;La gestion des déploiements;;« Le but de la pratique de gestion des déploiements est de déplacer du matériel, des logiciels, de la documentation, des processus ou tout autre composant nouveaux ou modifiés vers des environnements de production. Elle peut aussi intervenir dans le déploiement de composants dans d'autres environnements à des fins de tests et de simulation. » Réf. 5.3.1
62;Quelle pratique a pour but de rétablir aussi rapidement que possible le fonctionnement normal des services ?;C;La gestion des problèmes;;« Le but de la pratique de gestion des problèmes est de réduire la probabilité et l'impact des incidents en identifiant leurs causes réelles ou potentielles et en gérant les solutions de contournement et les erreurs connues. » Réf. 5.2.8
62;Quelle pratique a pour but de rétablir aussi rapidement que possible le fonctionnement normal des services ?;D;La gestion des incidents;;« Le but de la pratique de gestion des incidents est de réduire l'impact négatif des incidents en restaurant l l'exploitation normale des services aussi rapidement que possible. » Réf. 5.2.5
63;Identifier les mots manquants dans la phrase suivante : Un client est une personne qui définit les exigences relatives à un service et assume la responsabilité [?] de la consommation du service;A;des livrables;« Client : le rôle qui définit les exigences relatives à un service et qui assume la responsabilité des résultats de la consommation du service. » Réf. 2.2.2;
63;Identifier les mots manquants dans la phrase suivante : Un client est une personne qui définit les exigences relatives à un service et assume la responsabilité [?] de la consommation du service;B;des résultats;« Client : le rôle qui définit les exigences relatives à un service et qui assume la responsabilité des résultats de la consommation du service. » Réf. 2.2.2;
63;Identifier les mots manquants dans la phrase suivante : Un client est une personne qui définit les exigences relatives à un service et assume la responsabilité [?] de la consommation du service;C;des coûts;« Client : le rôle qui définit les exigences relatives à un service et qui assume la responsabilité des résultats de la consommation du service. » Réf. 2.2.2;
63;Identifier les mots manquants dans la phrase suivante : Un client est une personne qui définit les exigences relatives à un service et assume la responsabilité [?] de la consommation du service;D;des risques;« Client : le rôle qui définit les exigences relatives à un service et qui assume la responsabilité des résultats de la consommation du service. » Réf. 2.2.2;
64;Quel principe directeur décrit l'importance d'agir plutôt que de consacrer beaucoup de temps à l'analyse des différentes options?;A;Optimiser et automatiser;;"Le principe ""optimiser et automatiser"" stipule que vous devriez comprendre et optimiser quelque chose avant de l’automatiser. « Tenter d'automatiser un élément complexe ou sous-optimal ne permettra probablement pas d'atteindre le résultat souhaité. » Réf. 4.3.7.3"
64;Quel principe directeur décrit l'importance d'agir plutôt que de consacrer beaucoup de temps à l'analyse des différentes options?;B;Commencer là où vous êtes;;"Le principe ""commencer là où vous êtes"" stipule que vous devriez comprendre la situation actuelle avant d'effectuer des changements. « Les services et méthodes déjà en place doivent être mesurés et/ou observés directement pour bien comprendre leur état actuel et ce qui peut en être réutilisé. Les décisions sur la façon de procéder doivent être basées sur des informations aussi précises que possible. » Réf. 4.3.2.1"
64;Quel principe directeur décrit l'importance d'agir plutôt que de consacrer beaucoup de temps à l'analyse des différentes options?;C;Privilégier la valeur;;"Le principe ""privilégier la valeur"" stipule que chaque itération d'amélioration devrait créer de la valeur pour les parties prenantes. « Toutes les activités menées par l’organisation doivent revenir, directement ou indirectement, à de la valeur pour elle-même, ses clients et les autres parties prenantes. » Réf. 4.3.1"
64;Quel principe directeur décrit l'importance d'agir plutôt que de consacrer beaucoup de temps à l'analyse des différentes options?;D;Progresser par itération avec des retours;;"""Avancer par itération avec des retours"" recommande de comprendre « la situation globale, mais de faire quelque chose : parfois, le pire ennemi de la progression par itérations est la volonté de tout comprendre et de tout justifier. Cela peut entraîner ce que l'on appelle parfois la "" paralyse par analyse "", c'est-à-dire que l'on passe tellement de temps à analyser la situation, que rien n'est fait pour y remédier. » Réf. 4.3.3.3"
65;Que faut-il faire pour chaque problème ?;A;Il doit faire l'objet d'un diagnostic pour identifier les solutions possibles;;"« Il n'est pas essentiel d'analyser chaque problème ; il est probablement plus utile de faire des progrès significatifs sur les problèmes prioritaires que d’investiguer chaque problème mineur porté à la connaissance de l'organisation. » Réf. 5.2.8"
65;Que faut-il faire pour chaque problème ?;B;Sa priorité doit être établie en fonction de son impact potentiel et de sa probabilité;;« Les problèmes sont classés par ordre de priorité à des fins d'analyse selon le risque qu'ils posent, puis gérés en tant que risque selon leur impact potentiel et leur probabilité. » Réf. 5.2.8
65;Que faut-il faire pour chaque problème ?;C;Il doit être résolu pour pouvoir être clos;;« Le contrôle des erreurs comprend également l'identification de solutions permanentes potentielles pouvant entraîner une demande de changement pour l'implémentation d'une solution, mais seulement si cela peut être justifié en termes de coûts, de risques et de bénéfices. » Réf. 5.2.8
65;Que faut-il faire pour chaque problème ?;D;Une solution de contournement doit être trouvée pour réduire son impact;;« Lorsqu'un problème ne peut être résolu rapidement, il est souvent utile de trouver et de documenter une solution de contournement en cas d'incident futur, basée sur la compréhension du problème. » Réf. 5.2.8
66;Comment une organisation doit-elle inclure des fournisseurs tiers dans l'amélioration continue de ses services ?;A;En s'assurant que les fournisseurs expliquent en détail leur approche d'amélioration des services dans leurs contrats;;« Lorsqu'un contrat est mis en place pour les services d'un fournisseur, le contrat doit stipuler les méthodes de mesure, de création de rapports et d'amélioration de leurs services sur toute la durée du contrat. » Réf. 5.1.2
66;Comment une organisation doit-elle inclure des fournisseurs tiers dans l'amélioration continue de ses services ?;B;En exigeant la preuve que les fournisseurs utilisent des méthodes de développement agiles;;"Les méthodes agiles adoptent une approche incrémentale, car elles sont axées sur « les améliorations incrémentielles et cadencées » ; cependant, cette approche seule ne garantit pas l'engagement du fournisseur envers l'amélioration continue. Réf. 5.1.2"
66;Comment une organisation doit-elle inclure des fournisseurs tiers dans l'amélioration continue de ses services ?;C;En exigeant la preuve que les fournisseurs implémentent toutes les améliorations à l'aide de pratiques de gestion des projets;;De nombreuses initiatives d'amélioration utilisent des pratiques de gestion de projet, mais ce n'est pas forcément pratique pour certaines d'entre elles. « De nombreuses initiatives d'amélioration utiliseront des pratiques de gestion de projet, pour organiser et gérer leur exécution », mais pas toutes les initiatives d'amélioration. Réf. 5.1.2
66;Comment une organisation doit-elle inclure des fournisseurs tiers dans l'amélioration continue de ses services ?;D;En s'assurant que toutes les activités de gestion des problèmes des fournisseurs entraînent des améliorations;;"De nombreuses activités de "" gestion des problèmes "" entraîneront des améliorations, cependant, tous les problèmes des fournisseurs n'entraîneront pas des améliorations ; cette approche n'est donc pas judicieuse. « Il n'est pas essentiel d'analyser chaque problème ; il est probablement plus utile de faire des progrès significatifs sur les problèmes prioritaires que d'investiguer chaque problème mineur porté à la connaissance de l'organisation. » Réf. 5.2.8"
67;Quelles considérations influencent la stratégie fournisseurs d'une organisation ?;A;Les contrats et accords;;« La dimension partenaires et fournisseurs englobe les relations d'une organisation avec d'autres organisations, impliquées dans la conception, le développement, le déploiement, la fourniture, le support et/ou l'amélioration continue des services. Elle intègre également les contrats et autres accords qui existent entre l'organisation et ses partenaires ou fournisseurs. » Ces considérations dépendent de la stratégie fournisseurs, mais ne l'influencent pas. Réf. 3.3
67;Quelles considérations influencent la stratégie fournisseurs d'une organisation ?;B;Le type de coopération avec les fournisseurs;;Le type de coopération avec les fournisseurs dépend de la stratégie fournisseurs, mais ne l'influence pas. Les formes de coopération « ne sont pas fixes mais forment un éventail. Une organisation agissant en tant que fournisseur de services aura une place déterminée dans cet éventail, qui variera en fonction de sa stratégie et de ses objectifs en termes de relations client. » Réf. 3.3
67;Quelles considérations influencent la stratégie fournisseurs d'une organisation ?;C;La culture d'entreprise de l'organisation;;« Culture d'entreprise : certaines organisations ont une préférence historique pour une approche plutôt qu'une autre. Il est difficile de changer les préjugés culturels de longue date sans motif impérieux. » Réf. 3.3
67;Quelles considérations influencent la stratégie fournisseurs d'une organisation ?;D;Le niveau de formalité;;Le niveau de formalité dépend de la forme de coopération, qui à son tour dépend de la stratégie fournisseurs. Les formes de coopération « ne sont pas fixes mais forment un éventail. Une organisation agissant en tant que fournisseur de services aura une place déterminée dans cet éventail, qui variera en fonction de sa stratégie et de ses objectifs en termes de relations client. » Réf. 3.3
68;Qu'est-ce qu'un problème ?;A;L'ajout ou la modification de tout ce qui pourrait avoir un effet sur les services;;Un changement est « ajout, modification ou suppression de tout ce qui pourrait avoir un effet direct ou indirect sur les services. » Réf. 5.2.4
68;Qu'est-ce qu'un problème ?;B;Tout changement d'état significatif pour la gestion d'un élément de configuration;;Un événement est un « Changement d’état significatif pour la gestion d’un service ou de tout autre élément de configuration (CI). Les événements sont généralement reconnus par des notifications créées par un service informatique, un élément de configuration ou un outil de surveillance. » Réf. 5.2.7
68;Qu'est-ce qu'un problème ?;C;La cause réelle ou potentielle d'un ou de plusieurs incidents;;Un problème est une « cause réelle ou potentielle d'un ou de plusieurs incidents ». Réf. 5.2.8
68;Qu'est-ce qu'un problème ?;D;La réduction imprévue de la qualité d'un service;;Un incident est une « interruption non planifiée d'un service ou réduction de la qualité d'un service. ». Réf. 5.2.5
69;"Quel est le but de la pratique ""gestion des relations"" ?";A;Aligner les pratiques et services de l'organisation sur les besoins business évolutifs;;« Le but de la pratique d'amélioration continue est d'aligner les pratiques et les services de l’organisation sur les besoins business évolutifs via l'amélioration continue des produits, des services, des pratiques et de tous les éléments impliqués dans la gestion des produits et services. » Réf. 5.1.2
69;"Quel est le but de la pratique ""gestion des relations"" ?";B;Établir et entretenir des liens entre une organisation et ses parties prenantes aux niveaux stratégiques et tactiques;;« Le but de la pratique de gestion des relations est d'établir et d'entretenir des liens entre une organisation et ses parties prenantes aux niveaux stratégiques et tactiques. Elle inclut l'identification, l'analyse, la surveillance et l'amélioration continue des relations avec et entre les parties prenantes. » Réf. 5.1.9
69;"Quel est le but de la pratique ""gestion des relations"" ?";C;Réduire la probabilité et l'impact des incidents, en identifiant leur cause réelle ou potentielle et en gérant les solutions de contournement et les erreurs connues;;« Le but de la pratique de gestion des problèmes est de réduire la probabilité et l'impact des incidents en identifiant leurs causes réelles ou potentielles et en gérant les solutions de contournement et les erreurs connues. » Réf. 5.2.8
69;"Quel est le but de la pratique ""gestion des relations"" ?";D;Réduire l'impact négatif des incidents, en rétablissant le fonctionnement normal des services aussi rapidement que possible;;« Le but de la pratique de gestion des incidents est de réduire l'impact négatif des incidents en restaurant le fonctionnement normal des services aussi rapidement que possible. » Réf. 5.2.5
70;Laquelle des options suivantes vise à aider les organisations à adopter et adapter les conseils ITIL ?;A;Les quatre dimensions de la gestion des services;;« Pour soutenir une approche holistique de gestion des services, ITIL définit quatre dimensions, qui, collectivement, sont essentielles à la facilitation de valeur efficace et efficiente pour les clients et les autres parties prenantes, sous la forme de produits et de services. » L'adoption d'ITIL pour aborder ces quatre dimensions de l'ITSM, aide à faciliter la création de valeur, mais n'aide pas les organisations à adapter les conseils ITIL à leur organisation. Réf. 3
70;Laquelle des options suivantes vise à aider les organisations à adopter et adapter les conseils ITIL ?;B;Les principes directeurs;;Les principes directeurs peuvent « guider les organisations dans leur travail lorsqu'elles adoptent une approche de gestion des services, et adaptent les conseils ITIL à leurs besoins et circonstances spécifiques. » Réf. 4.3
70;Laquelle des options suivantes vise à aider les organisations à adopter et adapter les conseils ITIL ?;C;La chaîne de valeur des services;;« Chaîne de valeur de services : ensemble d'activités interconnectées qu'une organisation effectue afin de fournir un produit ou un service à ses consommateurs et de faciliter la réalisation de valeur. » L'adoption d'une chaîne de valeur de services aide à faciliter la création de valeur mais n'aide pas les organisations à adapter les conseils ITIL à leur organisation. Réf. 4.1
70;Laquelle des options suivantes vise à aider les organisations à adopter et adapter les conseils ITIL ?;D;Les pratiques;;Les pratiques sont un ensemble de ressources organisationnelles conçues pour l'exécution de tâches ou la réalisation d'un objectif. Elles n'aident pas les organisations à adapter les conseils ITIL à leur organisation. Réf. 4.1
71;Qu’est-ce qu’un livrable ?;A;Un changement d'état qui est significatif pour la gestion d'un élément de configuration;;Un événement est un « Changement d’état significatif pour la gestion d’un service ou de tout autre élément de configuration (CI). Les événements sont généralement reconnus par des notifications créées par un service informatique, un élément de configuration ou un outil de surveillance. » Réf. 5.2.7
71;Qu’est-ce qu’un livrable ?;B;Un événement possible susceptible d'entraîner un préjudice ou une perte;;Un risque est un « événement potentiel susceptible d'entraîner un préjudice ou une perte, ou d'entraver l'atteinte des objectifs. » Réf. 2.5.3
71;Qu’est-ce qu’un livrable ?;C;Un résultat pour une partie prenante;;Un résultat est « résultat pour une partie prenante, rendu possible par un ou plusieurs livrables. » Réf. 2.5.1
71;Qu’est-ce qu’un livrable ?;D;Quelque chose qui est créé à la suite d'une activité;;Un livrable est un « Élément livrable d'une activité, qu'il soit tangible ou intangible. » Réf. 2.5.1
72;Quelle est la raison pour laquelle un ensemble équilibré de métriques de service est utilisé ?;A;Pour réduire le nombre de métriques à collecter;;"Il n'y aurait pas un nombre réduit de métriques collectées, mais cela permettrait de les combiner et de les regrouper afin de fournir des informations plus claires. « La pratique requiert une approche pragmatique, axée sur l'ensemble du service, et pas seulement sur les éléments constitutifs ; par exemple, des métriques individuelles simples (telles que le pourcentage de disponibilité du système) ne peuvent être considérées comme représentatives de l'ensemble du service. » Réf. 5.2.15"
72;Quelle est la raison pour laquelle un ensemble équilibré de métriques de service est utilisé ?;B;Pour rapporter chaque élément de service séparément;;La raison en est de réduire les rapports sur les métriques système individuelles qui ne sont pas utiles au client. « Elles [les métriques] doivent être liées à des résultats définis, et pas simplement à des métriques opérationnelles. Ils peuvent être accomplis avec des ensembles équilibrés de métriques. » Réf. 5.2.15.1
72;Quelle est la raison pour laquelle un ensemble équilibré de métriques de service est utilisé ?;C;Pour fournir une perspective des services en fonction des résultats;;« Elles [les métriques] doivent être liées à des résultats définis, et pas simplement à des métriques opérationnelles. Ils peuvent être accomplis avec des ensembles équilibrés de métriques. » Réf. 5.2.15.1
72;Quelle est la raison pour laquelle un ensemble équilibré de métriques de service est utilisé ?;D;Pour faciliter la collecte automatique de métriques;;"Cela n'affecte pas le mécanisme de collecte des métriques. « La pratique requiert une approche pragmatique, axée sur l'ensemble du service, et pas seulement sur les éléments constitutifs ; par exemple, des métriques individuelles simples (telles que le pourcentage de disponibilité du système) ne peuvent être considérées comme représentatives de l'ensemble du service. » Réf. 5.2.15"
73;Pourquoi les incidents doivent-il être priorisés ?;A;Pour permettre l'appariement automatisé des incidents aux problèmes ou aux erreurs connues;;« Les outils modernes de gestion des services informatiques peuvent fournir une correspondance automatisée des incidents avec d'autres incidents, problèmes ou erreurs connues », mais cela ne dépend pas de la priorité de l'incident, qui est utilisée pour s'assurer que les incidents ayant le plus d'impact business sont résolus en premier. Réf. 5.2.5
73;Pourquoi les incidents doivent-il être priorisés ?;B;Pour identifier l'équipe de support vers laquelle l'incident doit être escaladé;;« Les incidents plus complexes sont généralement escaladés à une équipe de support pour une résolution. Généralement, l'acheminement dépend de la catégorie de l'incident, laquelle devrait permettre d'identifier l'équipe appropriée. » Réf. 5.2.5
73;Pourquoi les incidents doivent-il être priorisés ?;C;Pour s'assurer que les incidents ayant le plus fort impact business sont résolus en premier;;« Les incidents sont priorisés selon une classification convenue qui permet de s'assurer que les incidents ayant le plus d'impact business sont résolus en premier. » Réf. 5.2.5
73;Pourquoi les incidents doivent-il être priorisés ?;D;Pour encourager un haut niveau de collaboration au sein des équipes et entre ces dernières;;« Une gestion des incidents efficace nécessite souvent un haut niveau de collaboration au sein des équipes et entre ces dernières. » Mais cela ne dépend pas de la priorité de l'incident, qui permet de « s'assurer que les incidents ayant le plus d'impact business sont résolus en premier. » Réf. 5.2.5
74;Quelle pratique a pour but d'aider l'organisation à optimiser la valeur, maîtriser les coûts et gérer les risques ?;A;La gestion des relations;;« Le but de la pratique de gestion des relations est d'établir et d'entretenir des liens entre une organisation et ses parties prenantes aux niveaux stratégiques et tactiques. » Réf. 5.1.9
74;Quelle pratique a pour but d'aider l'organisation à optimiser la valeur, maîtriser les coûts et gérer les risques ?;B;La gestion des actifs informatiques;;« Le but de la pratique de gestion des actifs informatiques est de planifier et de gérer le cycle de vie complet de tous les actifs informatiques afin d'aider l'organisation à : maximiser la valeur, contrôler les coûts, gérer les risques. » Réf. 5.2.6
74;Quelle pratique a pour but d'aider l'organisation à optimiser la valeur, maîtriser les coûts et gérer les risques ?;C;La gestion des mises en production;;« Le but de la pratique de gestion des mises en production est de mettre à disposition des services et des fonctionnalités nouveaux ou modifiés. » Réf. 5.2.9
74;Quelle pratique a pour but d'aider l'organisation à optimiser la valeur, maîtriser les coûts et gérer les risques ?;D;Le centre de services;;« Le but de la pratique du centre de services est de capturer la demande de résolution des incidents et les demandes de services. » Réf. 5.2.14
75;Pourquoi le personnel du centre de services doit-il détecter les difficultés récurrentes ?;A;Pour mieux identifier les problèmes;;« Les activités d'identification des problèmes permettent d'identifier et d'enregistrer les problèmes. Il s’agit notamment : de détecter des difficultés dupliquées ou récurrentes par les utilisateurs, le centre de services et le personnel de support technique. » Réf. 5.2.8
75;Pourquoi le personnel du centre de services doit-il détecter les difficultés récurrentes ?;B;Pour escalader les incidents à la bonne équipe de support;;L'identification de l'équipe appropriée à laquelle un incident doit être escaladé dépend de la catégorie d'incident, pas de son caractère récurrent. « Les incidents plus complexes sont généralement escaladés à une équipe de support pour une résolution. Généralement, l'acheminement dépend de la catégorie de l'incident, laquelle devrait permettre en principe d'identifier l'équipe appropriée. » Réf. 5.2.5
75;Pourquoi le personnel du centre de services doit-il détecter les difficultés récurrentes ?;C;Pour assurer une gestion efficace des demandes de service;;« Le but de la pratique de gestion des demandes de service est de soutenir la qualité convenue d'un service en gérant l'ensemble des demandes de service prédéfinies et initiées par l'utilisateur et ce, de manière conviviale et efficace. » La détection de difficultés récurrentes par le centre de services n'est pas requise pour cela. Réf. 5.2.16
75;Pourquoi le personnel du centre de services doit-il détecter les difficultés récurrentes ?;D;Pour impliquer la bonne autorité de changement;;« La personne ou le groupe qui autorise un changement est appelé autorité de changement. Il est essentiel d’assigner l'autorité de changement appropriée à chaque type de changement afin d’assurer l’efficacité et l’efficience de l’habilitation de changements. » Cette assignation est basée sur le type de changement, et la détection de difficultés récurrentes par le centre de services n'est pas requise pour cela. Réf. 5.2.4
76;Quelle activité de la chaîne de valeur communique l'état actuel des quatre dimensions de la gestion des services ?;A;Améliorer;;"L'activité de la chaîne de valeur ""améliorer"" a pour but de « s'assurer de l'amélioration continue des produits, des services et des pratiques dans toutes les activités de la chaîne de valeur et dans les quatre dimensions de la gestion des services ». Réf. 4.5.2"
76;Quelle activité de la chaîne de valeur communique l'état actuel des quatre dimensions de la gestion des services ?;B;Impliquer;;"« Le but de l'activité de la chaîne de valeur ""impliquer"" est de fournir une bonne compréhension des besoins des parties prenantes, de la transparence et de l'implication continue ainsi que de bonnes relations avec toutes les parties prenantes. » Réf. 4.5.3"
76;Quelle activité de la chaîne de valeur communique l'état actuel des quatre dimensions de la gestion des services ?;C;Obtenir/construire;;"« Le but de l’activité de la chaîne de valeur ""obtenir/construire"" consiste à s'assurer que les composants de service sont disponibles quand et où ils sont requis, et qu'ils répondent aux spécifications convenues ». Réf. 4.5.5"
